collection,item_id,datetime,cloud_percent,light_haze_percent,quality_category,collection_mode,location_description,sun_elevation,sun_azimuth,view_azimuth,off_nadir,gsd,bbox,centroid_lat,centroid_lon,asset_basic_beta_udm,asset_basic_radiance_hdf5,asset_basic_sr_hdf5,asset_geolocation_array,asset_ortho_beta_udm,asset_ortho_ql_ch4,asset_ortho_radiance_hdf5,asset_ortho_sr_hdf5,asset_ortho_visual,asset_ql_ch4_json,asset_recent_monthly_mosaic,asset_thumbnail
fire,20250726_192422_87_4001,2025-07-26T19:24:22.887105Z,1,0,standard,maximum_sensitivity,"Unincorporated Santa Monica Mountains, Los Angeles County, California, United States",73.0,148.8,168.6,17.0,35.17,"[-118.84336011674677, 33.99952075931865, -118.57294146689644, 34.21932506980487]",34.10942291456176,-118.7081507918216,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250726_192422_87_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250726_192422_87_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250726_192422_87_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250726_192422_87_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250726_192422_87_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250726_192422_87_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250726_192422_87_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250726_192422_87_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250726_192422_87_4001_thumb.png
fire,20250724_190927_83_4001,2025-07-24T19:09:27.831062Z,2,2,standard,standard_sensitivity,"Sevier County, Utah, United States",70.4,162.2,283.8,17.3,33.95,"[-112.15694419678182, 38.463985293499114, -111.8669470913326, 38.652203283812256]",38.55809428865568,-112.01194564405722,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250724_190927_83_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250724_190927_83_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250724_190927_83_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250724_190927_83_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250724_190927_83_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250724_190927_83_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250724_190927_83_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250724_190927_83_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250724_190927_83_4001_thumb.png
fire,20250902_190116_02_4001,2025-09-02T19:01:16.026000Z,22,18,standard,standard_sensitivity,"Sevier County, Utah, United States",58.4,167.6,49.2,27.3,38.79,"[-112.16645139013285, 38.53540100928208, -111.82839137277982, 38.76436060528663]",38.64988080728436,-111.99742138145633,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250902_190116_02_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250902_190116_02_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250902_190116_02_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250902_190116_02_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250902_190116_02_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250902_190116_02_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250902_190116_02_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250902_190116_02_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250902_190116_02_4001_thumb.png
fire,20250902_190121_86_4001,2025-09-02T19:01:21.867088Z,43,35,standard,standard_sensitivity,"Piute County, Utah, United States",58.6,167.4,52.1,25.9,35.01,"[-112.22237351676492, 38.31920594961846, -111.8886450813673, 38.55263786891655]",38.435921909267506,-112.0555092990661,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250902_190121_86_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250902_190121_86_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250902_190121_86_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250902_190121_86_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250902_190121_86_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250902_190121_86_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250902_190121_86_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250902_190121_86_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250902_190121_86_4001_thumb.png
ROCX2025,20250919_170233_04_4001,2025-09-19T17:02:33.040000Z,0,0,standard,standard_sensitivity,"Town of Webster, Monroe County, New York, 14580, United States",48.0,179.7,288.7,16.0,35.46,"[-77.63611996091299, 43.12267077491917, -77.30210400350924, 43.383808223015016]",43.25323949896709,-77.46911198221112,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250919_170233_04_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250919_170233_04_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250919_170233_04_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250919_170233_04_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250919_170233_04_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250919_170233_04_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250919_170233_04_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250919_170233_04_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250919_170233_04_4001_thumb.png
ROCX2025,20250919_170238_88_4001,2025-09-19T17:02:38.881088Z,0,0,standard,standard_sensitivity,"Town of Pittsford, Monroe County, New York, 14534, United States",48.2,179.6,280.7,16.0,35.54,"[-77.70293849799594, 42.90907836740229, -77.3706150346923, 43.16755027995749]",43.038314323679884,-77.53677676634413,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250919_170238_88_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250919_170238_88_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250919_170238_88_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250919_170238_88_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250919_170238_88_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250919_170238_88_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250919_170238_88_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250919_170238_88_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250919_170238_88_4001_thumb.png
ROCX2025,20250903_164714_08_4001,2025-09-03T16:47:14.086999Z,1,0,standard,standard_sensitivity,"Town of Webster, Monroe County, New York, 14580, United States",53.7,170.8,93.2,17.7,36.08,"[-77.64123596139332, 43.122689125045405, -77.30193512878917, 43.379680011229496]",43.25118456813745,-77.47158554509124,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250903_164714_08_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250903_164714_08_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250903_164714_08_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250903_164714_08_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250903_164714_08_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250903_164714_08_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250903_164714_08_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250903_164714_08_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250903_164714_08_4001_thumb.png
ROCX2025,20250903_164719_92_4001,2025-09-03T16:47:19.928087Z,3,0,standard,standard_sensitivity,"Town of Webster, Monroe County, New York, 14580, United States",53.9,170.7,100.2,17.5,36.09,"[-77.7077989374181, 42.903936253959145, -77.36980821532987, 43.164689000396834]",43.03431262717799,-77.538803576374,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250903_164719_92_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250903_164719_92_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250903_164719_92_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250903_164719_92_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250903_164719_92_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250903_164719_92_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250903_164719_92_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250903_164719_92_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250903_164719_92_4001_thumb.png
ROCX2025,20250801_165544_61_4001,2025-08-01T16:55:44.617000Z,0,0,standard,standard_sensitivity,"Monroe County, New York, United States",64.1,168.7,289.7,13.6,35.16,"[-77.66699413876005, 43.21591713637559, -77.35943465790183, 43.41294397675724]",43.314430556566414,-77.51321439833094,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250801_165544_61_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250801_165544_61_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250801_165544_61_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250801_165544_61_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250801_165544_61_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250801_165544_61_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250801_165544_61_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250801_165544_61_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250801_165544_61_4001_thumb.png
ROCX2025,20250801_165548_86_4001,2025-08-01T16:55:48.865064Z,4,0,standard,standard_sensitivity,"City of Rochester, Monroe County, New York, United States",64.3,168.6,282.6,13.6,34.82,"[-77.7151722184759, 43.06303136820783, -77.40833399105284, 43.259199834613476]",43.16111560141066,-77.56175310476436,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250801_165548_86_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250801_165548_86_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250801_165548_86_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250801_165548_86_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250801_165548_86_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250801_165548_86_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250801_165548_86_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250801_165548_86_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250801_165548_86_4001_thumb.png
ROCX2025,20250801_165553_11_4001,2025-08-01T16:55:53.113128Z,14,6,standard,standard_sensitivity,"Town of Rush, Monroe County, New York, 14543, United States",64.4,168.4,275.6,13.7,35.26,"[-77.76271515605566, 42.910443759327904, -77.45672961179955, 43.1049646039238]",43.007704181625854,-77.6097223839276,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250801_165553_11_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250801_165553_11_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250801_165553_11_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250801_165553_11_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250801_165553_11_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250801_165553_11_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250801_165553_11_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250801_165553_11_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250801_165553_11_4001_thumb.png
ROCX2025,20250704_165204_61_4001,2025-07-04T16:52:04.617000Z,0,0,standard,standard_sensitivity,"Monroe County, New York, United States",69.0,165.4,292.6,13.3,35.04,"[-77.66597314473135, 43.21887071657264, -77.35892461648284, 43.415879224761575]",43.3173749706671,-77.5124488806071,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250704_165204_61_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250704_165204_61_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250704_165204_61_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250704_165204_61_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250704_165204_61_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250704_165204_61_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250704_165204_61_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250704_165204_61_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250704_165204_61_4001_thumb.png
